0 Armstrong, Darrell
1190 Ragusa, Angelo
1191 Sinclair, Joshua
1192 Vanni, Massimo
1193 Williamson, Fred

1194 Berl, Ahnie
1195 Buckley, Melinda
1196 Davis, Nick
1197 Devine, Margaret
1198 Downey, Alison
1199 Farmer, Orran
1200 Futterman, Dan
1201 Garner, Jennifer
1202 Gelb, David
1203 Golden, Noah
1204 Hartig, Zandy
1205 Henry, Buck
1206 Holt, Sandrine
1207 Kirk, Tim
1208 Kwinn, Mark
1209 Lapaine, Daniel
1210 Lyles, Leslie
1211 Madison, Michelle
1212 McGrath, Matt
1213 Mensch, Jona Ford
1214 Nelson, Novella
1215 Olyphant, Timothy
1216 Peet, Amanda
1217 Poor, Bray
1218 Porter, David
1219 Revash, Abagail
1220 Rosenbaum, Michael
1221 Smith, Jennifer
1222 Uscher, Leonid
1223 Wright, Steven
1224 de Haan, Inga

1225 Benson-Wald, Deborah
1226 Carradine, Keith
1227 Cruttwell, Greg
1228 Fletcher, Louise
1229 Hatcher, Teri
1230 Headly, Glenne
1231 Horton, Peter
1232 Luong, Kathleen
1233 Maris, Ada
1234 Mason, Marsha
1235 Mazursky, Paul
1236 Mercurio, Micole
1237 Pendleton, Austin
1238 Spader, James
1239 Stoltz, Eric
1240 Tierney, Lawrence
1241 White, Michael Jai
1242 Williams, Cress

1243 Caltabiano, Alfio
1244 Lesaffre, Roland
1245 May, Leontine
1246 Mitchell, Gordon
1247 Morris, Kirk
1248 Novelli, Mario
1249 Ruffo, Leonora

1250 Arlook, Richard
1251 Berkowitz, Myles
1252 Carrere, Tia
1253 Coleman, Signy
1254 Fox, Letitia
1255 McCullough, Julie
1256 McKee, Robert
1257 Samaha, Elie
1258 Sanches, Stacy
1259 Squire, Sydne
1260 Wagner, Elisabeth

1261 Alexander, Lois
1262 Benton, Curtis
1263 Clarke, Wallace
1264 Crampton, Howard
1265 Gail, Jane
1266 Girard, Joseph W.
1267 Hanlon, Dan
1268 Holubar, Allen
1269 Jones, Leviticus
1270 Moore, Matt
1271 Murphy, Martin
1272 Pendleton, Edna
1273 Welsh, William

1274 Cooper, Ted
1275 Douglas, Kirk
1276 Graham, Fred
1277 Harvey, Harry
1278 Helton, Percy
1279 Kerrigan, J.M.
1280 Lorre, Peter
1281 Lukas, Paul
1282 Marr, Eddie
1283 Pall, Gloria
1284 Vigran, Herb
1285 Wilke, Robert J.
1286 Young, Carleton
1287 de Corsia, Ted

1288 Affleck, Ben
1289 Affleck, Casey
1290 Albano, Jennifer
1291 Berrebbi, Brian
1292 Blong, Jenni
1293 Bonelli, Jamie
1294 Brown, Morgan
1295 Carr, Caleb
1296 Chappelle, David
1297 Costello, Elvis
1298 Díaz, Guillermo
1299 Featherstone, Angela
1300 Flesig, Alexis
1301 Frederic, Patrick
1302 Garofalo, Janeane
1303 Hoffmann, Gaby
1304 Hudson, Kate
1305 Janney, Eli
1306 Johansen, David
1307 Kellner, Catherine
1308 Love, Courtney
1309 McCardie, Brian
1310 McCloud, Scott
1311 Merchant, Kiran
1312 Meyers, Michael J.
1313 Mohr, Jay
1314 Murphy, James F.
1315 Parker, Nicole Ari
1316 Plimpton, Martha
1317 Ricci, Christina
1318 Rudd, Paul
1319 Temple, Johnny
1320 Wible, Patricia

1321 Bikel, Theodore
1322 Black, Jimmy Carl
1323 Duke, George
1324 Ferguson, Janet
1325 Kaylan, Howard
1326 Lickert, Martin
1327 Miller, Pamela
1328 Moon, Keith
1329 Offerall, Lucy
1330 Pons, Jim
1331 Preston, Don
1332 Starr, Ringo
1333 Underwood, Ian
1334 Volman, Mark
1335 Zappa, Frank

1336 Abbott, John
1337 Christian, Michael
1338 Gernreich, Rudi
1339 Harrington Jr., Pat
1340 Horton, Edward Everett
1341 Kasem, Casey
1342 Melody, Tom
1343 Rock III, Monti
1344 Roman, Murray
1345 Ross, Myrna
1346 Seagram, Lisa
1347 Selinsky, Michael
1348 Tenzer, Bert
1349 Terry-Thomas

1350 Brandt, Les
1351 Calhhoun, Karl
1352 Cashman, Dan
1353 Cornwell, Bruce
1354 Costa, Derrick
1355 Grifka, Alan
1356 Hankins, William
1357 Howard, Dennis
1358 Kessler, Julie
1359 Kilpatrick Jr., Wilborn Monroe
1360 Landers, Matt
1361 Livingston, Richard B.
1362 Parker, Johanna
1363 Pernichiaro, Matthew
1364 Philipson, Donna
1365 Pickett, Wiley M.
1366 Poole, Marvin
1367 Seo, Chan-ho
1368 Sergi, Brad
1369 Walters, Alex
1370 Wells, Eric Briant
1371 Young, Harrison

1372 Ashley, John
1373 Beatty, Robert
1374 Bishop, Ed
1375 Brahms, Penny
1376 Carroll, Edwina
1377 Clifford, John
1378 Dullea, Keir
1379 Gifford, Alan
1380 Gillis, Ann
1381 Kubrick, Vivian
1382 Lockwood, Gary
1383 Miller, Frank
1384 Rain, Douglas
1385 Richter, Daniel
1386 Rossiter, Leonard
1387 Sullivan, Sean
1388 Swindells, John
1389 Sylvester, William
1390 Tucker, Burnell
1391 Tyzack, Margaret

1392 Alvarez, Daniel
1393 Andre, Caroline
1394 Asato, Reid
1395 Barnwell, Teresa
1396 Bisson, Jean-Marc
1397 Bérard, Alain
1398 Campeau, Luc
1399 Canestrari, Perry
1400 David, Ellen
1401 Davis, Cindy
1402 Dennis, Charles
1403 Ducharme, Yvan
1404 Dumolin-Shaw, Stephanie
1405 Edwards, Pierre
1406 Egan, Peter
1407 Feldbusch, Verona
1408 Gravel, Mikael
1409 Gray, Natalie
1410 Greggio, Ezio
1411 Hervieux, Marc
1412 Hinz, Marion
1413 Jeperson, Rachel A.
1414 Jutras, Richard
1415 Kamp-Groeneveld, Alexandra
1416 Kay, Una
1417 Laroche, Armand
1418 Lenoir, Pierre
1419 Masson, Damien
1420 Millbern, David
1421 Millman, Jason
1422 Papasoff, Charles
1423 Perron, Michel
1424 Pierre
1425 Rainville, Paul
1426 Ruiz, Carlos
1427 Scarabelli, Michele
1428 Schnurmacher, Tommy
1429 Shearman, Alan
1430 Sherwood, Toni
1431 Smiley, Matthew
1432 Soo, Betty
1433 Sparks, Ron
1434 Stone, Sam
1435 Sudonim, Ima
1436 Suetsuou, Robert
1437 Therien, Marianne
1438 Torsein, Annabelle
1439 Tsar, Mike
1440 Vezina, Christian
1441 Weissman, Jeffrey
1442 Winter, Ophélie

1443 Brewster, Chuck
1444 Buckman, Lance
1445 Ciccolini, Mike
1446 Conaway, Jeff
1447 Dunphy, Thomas
1448 Eu, Allan
1449 Fitzpatrick, Louise
1450 Glenn, Harlan
1451 Huntsman, Steve
1452 Lapensée, Francine
1453 Lee, Jer E.
1454 Nordell, Phil
1455 O'Connor, Michael
1456 Pepo, Mike
1457 Peyton, Tim
1458 Selvaggio, Sam
1459 Ullman, Vallie
1460 Wells, Vernon

1461 Balaban, Bob
1462 Baskin, Elya
1463 Carroll, Larry
1464 Carter, Cheryl
1465 Clarke, Arthur C.
1466 Deschanel, Mary Jo
1467 Elcar, Dana
1468 Jaffe, Taliesin
1469 Kramarov, Saveli
1470 Lesser, Robert
1471 Lithgow, John
1472 McEachin, James
1473 McGarr, Gene
1474 Michaels, Delana
1475 Mirren, Helen
1476 Recasner, Ron
1477 Rudnik, Oleg
1478 Scheider, Roy
1479 Shneider, Natasha
1480 Skomarovsky, Vladimir
1481 Smith-Osborne, Madolyn
1482 Steinbach, Victor
1483 Triska, Jan
1484 Ware, Herta

1485 Cianfriglia, Giovanni
1486 Dell'Acqua, Ottaviano
1487 Ecclesia, Louis
1488 Feuillard, Serge
1489 Kanakis, Anna
1490 Mazzieri, Franco
1491 Monnier, Valentine
1492 Pigozzi, Luciano
1493 Puppo, Romano
1494 Purdom, Edmund
1495 Scalondro, Vincent
1496 Sopkiw, Michael
1497 Stany, Jacques
1498 Yamanouchi, Al

1499 Aris, Gina
1500 Badland, Annette
1501 Baxter, John
1502 Bell, Jo
1503 Beresford, Krisham
1504 Bissel, Ron
1505 Bleakley, Mick
1506 Brady, Justin
1507 Campbell, Darren O.
1508 Clarke, Anthony
1509 Collins, Karl
1510 Corden, James
1511 Cundell, Pamela
1512 Dillon, Dominic
1513 Fraser, Paul
1514 Groombridge, Derek
1515 Hall, Ladene
1516 Hand, Mat
1517 Harper, Frank
1518 Higgins, Collin
1519 Hooton, James
1520 Hoskins, Bob
1521 Hynd, Jimmy
1522 Jones, Bruce
1523 Keane, Ginger
1524 Keane, Vincent
1525 Meadows, Shane
1526 Miller, Dave
1527 Myers, Johann
1528 Myers, Tanya
1529 Nussbaum, Danny
1530 Nyland, Tony
1531 O'Grady, Maureen
1532 Osborne, Derek
1533 Pasha, Sammy
1534 Rothwell, Ben
1535 Smiles, Dena
1536 Smith, Ian
1537 Wallace, Kevin
1538 Walsh, Liam

1539 Bakija, Bianca
1540 Bracco, Elizabeth
1541 Buck, Samantha
1542 Cappodanno, Nicky
1543 Carman, Dale
1544 Cook, Divina
1545 Cooper, Chris
1546 Cumpsty, Michael
1547 De Niro, Drena
1548 DeSoto, Rosanna
1549 DiCesare, Brandi
1550 DiCesare, Jade
1551 Duffy, Karen
1552 Dunn, Wally
1553 Edwards, Daryl
1554 Gallo, Carla
1555 Gorostiza, Cari
1556 Guay, Richard
1557 Haynes, Jayne
1558 Hernandez, Daniel
1559 Jean-Baptiste, Marianne
1560 Leo, Melissa
1561 Leone, Marianne
1562 Littleford, Beth
1563 Martinez, Angie
1564 Matthews, Marcus
1565 Moffitt, Ivan J.
1566 Perez, Rosie
1567 Pierce, Wendell
1568 Potter, Jay
1569 Pottinger, Alan
1570 Prosper, Sandra
1571 Ramos, Sixto
1572 Ramsey, Blake
1573 Randazzo, Steven
1574 Reno
1575 Rosario, José Ramón
1576 Rosenzweig, Jordana
1577 Rosenzweig, Olivia
1578 Savoca, Carl
1579 Sentman, Kristin
1580 Serrano, Diego
1581 Springer, Jerry
1582 Taylor, Gabriel Brathford
1583 Turturro, Aida
1584 Twitty, Corey
1585 Underwood, Kianna
1586 Utt, Angie
1587 Valdes, Madison
1588 Washburn, Rick
1589 Washington, Alicia Renee
1590 Williams, J.D.

1591 Anagnos, Bill
1592 Armstrong, Jack
1593 Bullock, Sandra
1594 Buscemi, Steve
1595 Byrd, Dan
1596 Cedeño, Matt
1597 Chang, Christina
1598 Chapman, Judith
1599 Davis, Suzanne
1600 Deane, Meredith
1601 Dolan, Andrew
1602 Dooly, Mike
1603 Fairchild, Patricia M.
1604 Gioiello, Bruno
1605 Kelley, Elijah
1606 Krebs, Susan
1607 Ladd, Diane
1608 McCary, Rod
1609 McGuire, Maeve
1610 Moody, Jim
1611 Mortensen, Viggo
1612 Nayyar, Harsh
1613 O'Malley, Mike
1614 Pankow, Joanne
1615 Payne, Kathy
1616 Perkins, Elizabeth
1617 Pervis, Adam
1618 Pratt, Wendee
1619 Reilly, Corinne
1620 Reitz, Ric
1621 Ruscio, Elizabeth
1622 Santoni, Reni
1623 Scharf, Katie
1624 Skye, Azura
1625 Sutton, Lisa
1626 Taylor, Frank Hoyt
1627 Tudyk, Alan
1628 Wainwright III, Loudon
1629 Warrick, Brittani
1630 West, Dominic
1631 Yates, Suellen

1632 Acciarto, Frank
1633 Aiello, Rick
1634 Alexander-Willis, Hope
1635 Alfano, Jerome
1636 Anest, George 'Aggie'
1637 Anest, Nicky 'Pop'
1638 Antico, Pete
1639 Bates, Darren
1640 Blakely, Don
1641 Blue, Alexander Fehr
1642 Boccanfuso, Vito 'Baldie'
1643 Boyd, Lee
1644 Cerenzio, Richard
1645 Chase, Vincent
1646 Ciccone, Philip
1647 Cleanthes, Teddy
1648 Criscuolo, Lou
1649 Curto, Vinnie
1650 Ellis, Tom
1651 Ferraro, David
1652 Forster, Robert
1653 Franklin, Joe
1654 Gianoni, Giovanni
1655 Gironda, Joey
1656 Guarino, Jerry
1657 Haugk, Charles
1658 Karabatsos, Ron
1659 Kazan, Lainie
1660 Kobisky, Eugene
1661 LaPaglia, Anthony
1662 LaVorgna, Adam
1663 Lazar, Paul
1664 Lip, Tony
1665 Lott, Julie
1666 Magnani, Donna
1667 Manni, Vic
1668 McKiethen, Cecil
1669 Monte, Tony
1670 Noto, Vic
1671 Noviello, Jessen
1672 Olsen, Richard K.
1673 Ondatje, Jim
1674 Pesce, Frank
1675 Phillips, William
1676 Ricci, Bill
1677 Roberto, Joe
1678 Ruffino, Sal
1679 Savastano, Rocco
1680 Shamshak, Sam
1681 Sirico, Tony
1682 Sterling, Anne
1683 Swanger, Shirley
1684 Tacchino, Richard
1685 Termo, Leonard
1686 Todisco, Mario
1687 Van Dorn, Ingrid

1688 Dakour, Kim
1689 Allen, Rosalind
1690 Boswall, John
1691 Cazenove, Christopher
1692 Danson, Ted
1693 Fields, Edith
1694 Gaul, Patricia
1695 Guttenberg, Steve
1696 Hancock, Sheila
1697 Hunt, Neil
1698 Hurley, Melissa
1699 Lynn, Jonathan
1700 Marta, Lynne
1701 Neal, Lucia
1702 Pringle, Bryan
1703 Pulliam, Darcy
1704 Redford, Ian
1705 Richards, Charles David
1706 Selleck, Tom
1707 Shaw, Fiona
1708 Travis, Nancy
1709 Vaughn, Steven L.
1710 Walsh, Sydney
1711 Weisman, Robin
1712 Wong, Everett

1713 Burr, Fritzie
1714 Caudill, Scott
1715 Chou, Tasen
1716 Franco, Margarita
1717 Harder, D.J.
1718 Jackson, Baha
1719 Kingsley, Rand
1720 Labyorteaux, Patrick
1721 McRae, Alan
1722 Nelson, Race
1723 Powell, Clifton
1724 Power, Chad
1725 Sargeant, Kate
1726 Septien, Al
1727 Slade, Max Elliott
1728 Swetow, Joel
1729 Tanaka, Professor Toru
1730 Treanor, Michael
1731 Wong, Victor

1732 Bonifant, J. Evan
1733 Chiba, Hideki
1734 Chin, Glen
1735 Clark, Tommy
1736 Dentie, Gino
1737 Fox, Sean
1738 Fuji, Naoki
1739 Giamatti, Marcus
1740 Goto, Kensuke
1741 Honda, Katsumi
1742 Ito, Jill
1743 Ito, Takao
1744 Kamiya, Yoshiko
1745 Kamui, Kyogi
1746 Kasugia
1747 Khan, Killer
1748 King, Caroline Junko
1749 Kiryu, Masaki
1750 Kondo, Yousyu
1751 Linson, Jeremy
1752 Matsui, Kazuya
1753 Matsunaga, Toshiyo
1754 Miano, Robert
1755 Nakahara, Kellye
1756 Nakajima, Shogo
1757 Nakayama, Seigen
1758 Naruse, Kazuaki
1759 Nguyen, Dustin
1760 Paciorek, Michael
1761 Recco, Donna-Marie
1762 Sabban, Maital
1763 Schombing, Jason
1764 Shimono, Sab
1765 Shinoburyo
1766 Stark, Don
1767 Tenkomori, Hayabusa
1768 Tiffe, Angelo
1769 Travolta, Joey
1770 Tso, Shiao-Hu
1771 Wagner, Brian
1772 Wong, Victor
1773 Yagami, Norihito
1774 Yamamoto, Takeshi
1775 Yamauchi, Hachiro
1776 Yunoki, Syunichiro
1777 Ôfuji

1778 Cadiente, Jeff
1779 Collins Jr., Wayne
1780 Epper, Gary
1781 Grant, Stuart Proud Eagle
1782 Gunderson, Janie Melissa
1783 Holahan, Dennis
1784 Hungerford, Michael
1785 Kilpatrick, Patrick
1786 Lightning, Crystle
1787 Logue, Donal
1788 Lyn Mathews, Kait
1789 Napier, Charles
1790 Perry, Cathy
1791 Pipoly, Danuel
1792 Pitsis, Ted
1793 Power, Amanda Nicole
1794 Ramus, Nick
1795 Schiavelli, Vincent
1796 Shanks, Don
1797 Wolfchild, Sheldon Peters
1798 Anderson, Loni
1799 Baily, Kirk
1800 Botuchis, Mathew
1801 Earlywine, Chelsey
1802 Felton, Lindsay
1803 Fiorino, Anthony
1804 Hogan, Hulk
1805 Mahoney, Pat
1806 McKenna, Travis
1807 Newton, Walter
1808 O'Brien, Brendan
1809 O'Laskey II, Michael
1810 Roeske II, James Paul
1811 Roeske, Emily
1812 Ryder, Syntrell
1813 Swanson, Mark
1814 Varney, Jim
1815 Bonds, De'aundre
1816 Boy, Big
1817 Burns, Darreck D.
1818 Carter, Elan
1819 Cherie, Avonté
1820 Cherry
1821 Cheshier, Lydell M.
1822 Comarcho, Melanie
1823 Cottrell, Christel
1824 DuPois, Starletta
1825 Dunphy, Jerry
1826 E-40
1827 Epps, Mike
1828 Fancy, Richard
1829 Fargas, Antonio
1830 Fats, Harmonica
1831 Finn, Kevin
1832 Fonteno, Shawn
1833 Garcia, Jeffrey
1834 Garr, Roderick
1835 Good, Meagan
1836 Guillory, Bennet
1837 Hall, Rashaan
1838 Hooks, Brian
1839 Imes-Jackson, Mo'Nique
1840 Kam
1841 Kemp, Sacha
1842 Layback
1843 Love, Faizon
1844 Maika, Michele
1845 McKnight, Barima
1846 Montes, Regino
1847 Morris, Phil
1848 Morton, Marcus
1849 Norris, Dean
1850 O'Loughlin, Gerald S.
1851 Pooh, D.J.
1852 Stephens, Terrence
1853 T, King
1854 Tracy, Angela
1855 Verea, John
1856 Wallace, George
1857 Washington, Jascha
1858 White, Roger
1859 Whittaker, Yolanda
1860 Winter, Terence
1861 Wright, N'Bushe

1862 Cromwell, John
1863 Davey, John
1864 Duvall, Shelley
1865 Fortier, Robert
1866 Hoy, Maysie
1867 Hudson, Leslie Ann
1868 Hudson, Patricia Ann
1869 Moreno, Belita
1870 Nelson, Craig Richard
1871 Nelson, Ruth
1872 Pecheur, Sierra
1873 Ross, Beverly
1874 Rule, Janice
1875 Spacek, Sissy

1876 Allen, Stephanie
1877 Braun, Wendy
1878 Brink, Susan
1879 Gatens, Terry
1880 Kneeland, Jill
1881 Marcellus, Andrea
1882 May, Christopher
1883 Reenstra, Rachel
1884 Sama, Francine
1885 Zimmerman, Jill

1886 Abrahams, Doug
1887 Alderman, Ralph J.
1888 Allan, Jay
1889 Alves, Tony
1890 Anderson, Kenneth
1891 Andre, Charles
1892 Anka, Paul
1893 Arlt, Eric
1894 Arquette, David
1895 Babych, Dave
1896 Bernasek, Georgie
1897 Brown, R. Nelson
1898 Bryant, Peter
1899 Budde, Susse
1900 Busswood, Michael
1901 Campbell, Norma
1902 Carlson, Kelly
1903 Carroll, J. Winston
1904 Casino, John
1905 Chatelain, Christine
1906 Chen, Terry
1907 Cherrier, Renee
1908 Church, Thomas Haden
1909 Claggett, Bruce
1910 Connolly, Steve
1911 Conti, Michael J.
1912 Costner, Kevin
1913 Cote, Lorraine
1914 Cox, Courteney
1915 D'Ambruoso, Dante
1916 Destry, John B.
1917 Dorsa, Bart
1918 Drummond, Brian
1919 Dunlap, Dave
1920 Edwards, Johnny
1921 Gagliano, Jennifer Crick
1922 Ganeev, Raoul
1923 Garon, Jesse
1924 Gibbon, Mark
1925 Goldblatt, Max
1926 Gomez, Terri
1927 Grace, Yvonne
1928 Grant, 'J.G.' Jim
1929 Haines, Ross
1930 Harambasic, Melinda
1931 Harter, Wayne
1932 Hawthorne, Kimberly
1933 Heaton, Tom
1934 Hoctor, Tim
1935 Holdridge, Larry
1936 Honeywell, Rice
1937 Howard, Shawn Michael
1938 Ice-T
1939 James, Eric
1940 Jordan, Aubrey
1941 Kaye, David
1942 Keller, Duncan
1943 Kent, Peter
1944 Kopsa, Mike
1945 Lago, Laura
1946 Lake, Marci
1947 Lake, Rob
1948 Lake, Rod
1949 Landess, Jill
1950 Lane, Campbell
1951 Leboeuf, Jim
1952 Lee, Jeanette
1953 Leigh, Sharron
1954 Lichtenstein, Demian
1955 Lien, Shelly
1956 Lombardi, Louis
1957 Long, Howie
1958 Lovitz, Jon
1959 MacKay, Don
1960 March, Craig
1961 Margolis, Morgan H.
1962 Martin, Robert
1963 Mastrangelo, Alberto
1964 McCoy, Angelina
1965 McCrackin, Daisy
1966 McMurray, Lawrence
1967 Meeker, David
1968 Miller, Greg
1969 Misney, Timothy
1970 Moro, Luis
1971 Mundy, Kevin
1972 Murray, Daniella
1973 O'Faolain, Colm
1974 Owen, Jim
1975 Pollak, Kevin
1976 Powers, Eddie
1977 Preston, Jamie
1978 Puccio, Kerry
1979 Russell, Kurt
1980 Russo, Gianni
1981 Sembach, Jerry
1982 Skoll, Mary Ann
1983 Skylark
1984 Slater, Christian
1985 St. John Smith, Michael
1986 Staz
1987 Swanson, Scott
1988 Swinney, Stephanie
1989 Turner, Frank C.
1990 Vences, Steve J.
1991 Welch, Tim
1992 Woodbine, Bokeem
1993 Zajonc, Robert 'Bobby Z'
1994 von Watts, Hamilton

1995 Anglade, Jean-Hugues
1996 Aufaure, Claude
1997 Bellanti, Louis
1998 Berthier, Eugène
1999 Berthuit, Leonie
2000 Besnehard, Dominique
2001 Billerey, Raoul
2002 Bisson, Jean-Pierre
2003 Bonnet, Franck-Olivier
2004 Béhar, Fabien
2005 Caratini, Frédéric
2006 Confortès, Claude
2007 Célarié, Clémentine
2008 Dalle, Béatrice
2009 Dalyan, Nathalie
2010 Darmon, Gérard
2011 Datnowsky, Christine
2012 De Haviland, Consuelo
2013 Duneton, Claude
2014 Forde, Jessica
2015 Galibert, Jacky
2016 Hug, Bernard
2017 Jalowyj, Nicolas
2018 Julien, André
2019 Julien, Raymond
2020 La Brosse, Simon de
2021 Laudenbach, Philippe
2022 Lindon, Vincent
2023 Loucif, Rabah
2024 Mathou, Jacques
2025 Palas, Bernadette
2026 Pinon, Dominique
2027 Renn, Laurence
2028 Robin, Bernard
2029 Verbiest, Stéphane

2030 Achorn, John
2031 Adams, Lisa
2032 Aragon, Jesse
2033 Auberjonois, Rene
2034 Baker, Derek
2035 Baldwin, Adam
2036 Bancroft, Bradford
2037 Barry, Wendy
2038 Beck, Christina
2039 Berlin, Erin Linn
2040 Betten, Mary
2041 Brat, Bobbie
2042 Browne, Kendall Carly
2043 Brutsman, Joseph
2044 Buss, Jodi
2045 Clough, John Scott
2046 Crawford, Wayne
2047 Cundieff, Rusty
2048 Dash, Robert
2049 De La Paz, Danny
2050 Devlin, Dean
2051 Doe, John
2052 Dunson, David
2053 Eastside, Lori
2054 Ellis-Brown, Jeb
2055 Foreman, Deborah
2056 Galvane, Candy
2057 Gershon, Gina
2058 Ginsburg, Carol
2059 Ginsburg, Norine
2060 Gómez, Panchito
2061 Hahn, Donald
2062 Harmon, Elizabeth
2063 Harper, David W.
2064 Hauser, Wings
2065 Ho Sik Pak, Master
2066 Lauter, Ed
2067 Lee, Tony
2068 Leyro, Fred
2069 Locke, Nancy
2070 London, Roy
2071 McGinnis, Scott
2072 Quattro, Van
2073 Roth, Ivan E.
2074 Simon, Kevin
2075 Slama, Mark
2076 Smith, Ronnie
2077 Van Peebles, Mario
2078 Villanuevo, Phil
2079 Wilson, Barry
2080 Yamasaki, Michael
2081 Yeshida, Calvin
2082 Yi, Paul
2083 Young, Greta
2084 Yu, David

2085 Kent, Barbara

2086 Brandon, Michael
2087 Bufi Landi, Aldo
2088 Calisti, Calisto
2089 Fabbri, Marisa
2090 Farmer, Mimsy
2091 Felleghy, Tom
2092 Lionello, Oreste
2093 Marielle, Jean-Pierre
2094 Migliori, Leopoldo
2095 Moroni, Fabrizio
2096 Olmi, Corrado
2097 Racette, Francine
2098 Satta Flores, Stefano
2099 Spada, Constanza
2100 Stany, Jacques

2101 Albert, Edward
2102 Barnes, Binnie
2103 Bush, Billy Green
2104 Jennings, Claudia
2105 Kelly, Gene
2106 Murphy, Rosemary
2107 Palance, Brooke
2108 Porter, Don
2109 Raffin, Deborah
2110 Schafer, Natalie
2111 Ullmann, Liv
2112 Walker, Nancy

2113 Anderson, Stanley
2114 Bain, Susan
2115 Costanzo, Paulo
2116 Del Rio, Adam
2117 Dunne, Griffin
2118 Fitzgerald, Glenn
2119 Gauthier, Chris
2120 Gross, Mary
2121 Grundy, Reuben
2122 Gyllenhaal, Maggie
2123 Harrison, Michelle
2124 Hartnett, Josh
2125 Lennox, Kai
2126 Low, Jason
2127 Maronna, Michael C.
2128 Mazur, Monet
2129 Neal, Dylan
2130 Newman, Barry
2131 Paul, Jarrad
2132 Shaw, Vinessa
2133 Sossamon, Shannyn
2134 Teal, Lina
2135 Tracy, Keegan Connor
2136 Trainor, Aaron
2137 Trese, Adam
2138 Vaugier, Emmanuelle
2139 Wilder, Nicole
2140 Zanni, Chiara
2141 von Pfetten, Stefanie

2142 Petty, Richard
2143 Whittington, Jerry

2144 Allen, Todd
2145 Banks, Jonathan
2146 Blackburn, Greta
2147 Brown, Olivia
2148 Call, R.D.
2149 Catlett, Loyd
2150 Crosby, Denise
2151 Cross, Bill
2152 Cruickshanks, Reid
2153 Dearth, Bill
2154 Dimitri, Nick
2155 Dobbins, Bennie E.
2156 Dowd, Ned
2157 Fisher, B.G.
2158 Gifford, Gloria
2159 Hauk, John
2160 Haynie, Jim
2161 Huston, J. Wesley
2162 James, Brion
2163 Jason, Peter
